Date,Product Id,Country,Product Category,Cost Price,Sale Price,Quantity,Cost Price Value,Sales Price Value,Discount,Final Sales Price,Profit
2020-08-03,6,Canada,Elite,100,190,35,3500,6650,0.05,6318,2818
2020-08-04,9,United Kingdom,Premium,125,230,35,4375,8050,0.15,6843,2468
2020-08-05,9,United Kingdom,Premium,125,230,30,3750,6900,0.35,4485,735
2020-08-06,5,United States,Standard,75,145,35,2625,5075,0.25,3806,1182
2020-08-07,1,Singapore,Standard,60,100,30,1800,3000,0.35,1950,150
2020-08-08,7,United States,Elite,95,165,35,3325,5775,0,5775,2450
2020-08-09,7,Netherlands,Elite,95,165,25,2375,4125,0,4125,1750
2020-08-10,1,Singapore,Standard,60,100,40,2400,4000,0.35,2600,200
2020-08-11,9,Singapore,Premium,125,230,25,3125,5750,0,5750,2625
2020-08-12,5,Canada,Standard,75,145,30,2250,4350,0,4350,2100
2020-08-13,2,Canada,Standard,80,135,40,3200,5400,0.05,5130,1930
2020-08-14,7,China,Elite,95,165,40,3800,6600,0.05,6270,2470
2020-08-15,6,United States,Elite,100,190,35,3500,6650,0.35,4323,823
2020-08-16,4,United Kingdom,Standard,50,95,30,1500,2850,0.35,1853,353
2020-08-17,3,United Kingdom,Standard,40,100,25,1000,2500,0.1,2250,1250
2020-08-18,3,China,Standard,40,100,25,1000,2500,0,2500,1500
2020-08-19,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2020-08-20,7,Canada,Elite,95,165,30,2850,4950,0.05,4703,1853
2020-08-21,9,India,Premium,125,230,45,5625,10350,0.35,6728,1103
2020-08-22,7,United Kingdom,Elite,95,165,30,2850,4950,0.25,3713,863
2020-08-23,8,India,Premium,110,220,30,3300,6600,0.1,5940,2640
2020-08-24,9,United States,Premium,125,230,35,4375,8050,0.35,5233,858
2020-08-25,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2020-08-26,9,India,Premium,125,230,25,3125,5750,0,5750,2625
2020-08-27,6,Netherlands,Elite,100,190,35,3500,6650,0.25,4988,1488
2020-08-28,6,Singapore,Elite,100,190,30,3000,5700,0.05,5415,2415
2020-08-29,4,Canada,Standard,50,95,30,1500,2850,0.05,2708,1208
2020-08-30,1,Canada,Standard,60,100,35,2100,3500,0,3500,1400
2020-08-31,9,Canada,Premium,125,230,40,5000,9200,0.1,8280,3280
2020-09-01,9,Canada,Premium,125,230,30,3750,6900,0.05,6555,2805
2020-09-02,6,Netherlands,Elite,100,190,25,2500,4750,0.05,4513,2013
2020-09-03,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2020-09-04,9,United States,Premium,125,230,45,5625,10350,0.25,7763,2138
2020-09-05,5,United States,Standard,75,145,45,3375,6525,0.1,5873,2498
2020-09-06,3,Singapore,Standard,40,100,35,1400,3500,0.15,2975,1575
2020-09-07,6,Singapore,Elite,100,190,30,3000,5700,0.1,5130,2130
2020-09-08,7,United Kingdom,Elite,95,165,35,3325,5775,0.1,5198,1873
2020-09-09,5,Singapore,Standard,75,145,25,1875,3625,0.1,3263,1388
2020-09-10,9,Canada,Premium,125,230,25,3125,5750,0.35,3738,613
2020-09-11,1,United States,Standard,60,100,30,1800,3000,0.05,2850,1050
2020-09-12,2,Singapore,Standard,80,135,35,2800,4725,0.1,4253,1453
2020-09-13,8,Canada,Premium,110,220,30,3300,6600,0.1,5940,2640
2020-09-14,4,Netherlands,Standard,50,95,40,2000,3800,0.35,2470,470
2020-09-15,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2020-09-16,3,United States,Standard,40,100,35,1400,3500,0.05,3325,1925
2020-09-17,9,Singapore,Premium,125,230,35,4375,8050,0.05,7648,3273
2020-09-18,1,Singapore,Standard,60,100,25,1500,2500,0.05,2375,875
2020-09-19,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2020-09-20,8,India,Premium,110,220,35,3850,7700,0,7700,3850
2020-09-21,2,Canada,Standard,80,135,35,2800,4725,0,4725,1925
2020-09-22,5,United States,Standard,75,145,25,1875,3625,0,3625,1750
2020-09-23,5,Singapore,Standard,75,145,45,3375,6525,0,6525,3150
2020-09-24,6,United Kingdom,Elite,100,190,30,3000,5700,0.05,5415,2415
2020-09-25,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2020-09-26,5,Singapore,Standard,75,145,30,2250,4350,0.35,2828,578
2020-09-27,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2020-09-28,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2020-09-29,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2020-09-30,10,United States,Premium,150,280,30,4500,8400,0.35,5460,960
2020-10-01,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2020-10-02,9,United States,Premium,125,230,45,5625,10350,0,10350,4725
2020-10-03,2,China,Standard,80,135,30,2400,4050,0,4050,1650
2020-10-04,7,Canada,Elite,95,165,35,3325,5775,0,5775,2450
2020-10-05,6,Singapore,Elite,100,190,30,3000,5700,0.35,3705,705
2020-10-06,7,United States,Elite,95,165,35,3325,5775,0.35,3754,429
2020-10-07,2,Singapore,Standard,80,135,40,3200,5400,0.1,4860,1660
2020-10-08,6,United States,Elite,100,190,25,2500,4750,0.05,4513,2013
2020-10-09,6,United Kingdom,Elite,100,190,35,3500,6650,0.05,6318,2818
2020-10-10,8,United States,Premium,110,220,40,4400,8800,0.35,5720,1320
2020-10-11,7,Canada,Elite,95,165,30,2850,4950,0,4950,2100
2020-10-12,8,United States,Premium,110,220,25,2750,5500,0.05,5225,2475
2020-10-13,5,United States,Standard,75,145,25,1875,3625,0.35,2356,482
2020-10-14,6,Canada,Elite,100,190,30,3000,5700,0.05,5415,2415
2020-10-15,6,Netherlands,Elite,100,190,40,4000,7600,0.1,6840,2840
2020-10-16,4,United States,Standard,50,95,35,1750,3325,0.35,2161,412
2020-10-17,9,China,Premium,125,230,30,3750,6900,0.05,6555,2805
2020-10-18,1,China,Standard,60,100,45,2700,4500,0.35,2925,225
2020-10-19,7,United States,Elite,95,165,25,2375,4125,0.15,3506,1132
2020-10-20,3,Netherlands,Standard,40,100,45,1800,4500,0.1,4050,2250
2020-10-21,7,Singapore,Elite,95,165,25,2375,4125,0,4125,1750
2020-10-22,6,Singapore,Elite,100,190,30,3000,5700,0.35,3705,705
2020-10-23,9,Brazil,Premium,125,230,25,3125,5750,0.35,3738,613
2020-10-24,7,Netherlands,Elite,95,165,45,4275,7425,0.05,7054,2779
2020-10-25,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2020-10-26,7,Canada,Elite,95,165,25,2375,4125,0,4125,1750
2020-10-27,2,Singapore,Standard,80,135,30,2400,4050,0.1,3645,1245
2020-10-28,9,United States,Premium,125,230,40,5000,9200,0.05,8740,3740
2020-10-29,8,United Kingdom,Premium,110,220,30,3300,6600,0,6600,3300
2020-10-30,1,Singapore,Standard,60,100,35,2100,3500,0.35,2275,175
2020-10-31,3,Singapore,Standard,40,100,45,1800,4500,0.05,4275,2475
2020-11-01,1,United States,Standard,60,100,35,2100,3500,0.35,2275,175
2020-11-02,5,United Kingdom,Standard,75,145,35,2625,5075,0.05,4821,2197
2020-11-03,3,United States,Standard,40,100,35,1400,3500,0.35,2275,875
2020-11-04,8,Netherlands,Premium,110,220,45,4950,9900,0,9900,4950
2020-11-05,6,Netherlands,Elite,100,190,25,2500,4750,0.05,4513,2013
2020-11-06,3,United States,Standard,40,100,45,1800,4500,0.05,4275,2475
2020-11-07,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2020-11-08,9,China,Premium,125,230,25,3125,5750,0.05,5463,2338
2020-11-09,5,United States,Standard,75,145,35,2625,5075,0,5075,2450
2020-11-10,3,China,Standard,40,100,35,1400,3500,0,3500,2100
2020-11-11,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2020-11-12,2,Singapore,Standard,80,135,30,2400,4050,0,4050,1650
2020-11-13,9,United Kingdom,Premium,125,230,35,4375,8050,0.25,6038,1663
2020-11-14,2,United Kingdom,Standard,80,135,45,3600,6075,0,6075,2475
2020-11-15,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2020-11-16,9,Singapore,Premium,125,230,35,4375,8050,0.35,5233,858
2020-11-17,3,United Kingdom,Standard,40,100,30,1200,3000,0.1,2700,1500
2020-11-18,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2020-11-19,5,Canada,Standard,75,145,25,1875,3625,0.1,3263,1388
2020-11-20,7,Singapore,Elite,95,165,30,2850,4950,0.1,4455,1605
2020-11-21,9,China,Premium,125,230,35,4375,8050,0.1,7245,2870
2020-11-22,9,Netherlands,Premium,125,230,35,4375,8050,0.1,7245,2870
2020-11-23,3,Malaysia,Standard,40,100,25,1000,2500,0.05,2375,1375
2020-11-24,7,Singapore,Elite,95,165,25,2375,4125,0,4125,1750
2020-11-25,5,United Kingdom,Standard,75,145,35,2625,5075,0,5075,2450
2020-11-26,3,Singapore,Standard,40,100,30,1200,3000,0.1,2700,1500
2020-11-27,6,United States,Elite,100,190,30,3000,5700,0.05,5415,2415
2020-11-28,7,Malaysia,Elite,95,165,35,3325,5775,0.35,3754,429
2020-11-29,6,United States,Elite,100,190,25,2500,4750,0,4750,2250
2020-11-30,2,Italy,Standard,80,135,30,2400,4050,0,4050,1650
2020-12-01,9,Canada,Premium,125,230,30,3750,6900,0.05,6555,2805
2020-12-02,9,Canada,Premium,125,230,45,5625,10350,0.1,9315,3690
2020-12-03,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2020-12-04,3,Singapore,Standard,40,100,25,1000,2500,0.1,2250,1250
2020-12-05,2,China,Standard,80,135,45,3600,6075,0,6075,2475
2020-12-06,3,United States,Standard,40,100,30,1200,3000,0.05,2850,1650
2020-12-07,7,India,Elite,95,165,40,3800,6600,0.1,5940,2140
2020-12-08,10,United States,Premium,150,280,40,6000,11200,0.1,10080,4080
2020-12-09,2,United States,Standard,80,135,45,3600,6075,0,6075,2475
2020-12-10,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2020-12-11,2,United States,Standard,80,135,35,2800,4725,0.05,4489,1689
2020-12-12,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2020-12-13,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2020-12-14,2,United States,Standard,80,135,25,2000,3375,0.1,3038,1038
2020-12-15,2,United States,Standard,80,135,25,2000,3375,0.1,3038,1038
2020-12-16,9,United States,Premium,125,230,35,4375,8050,0.15,6843,2468
2020-12-17,7,Netherlands,Elite,95,165,40,3800,6600,0.05,6270,2470
2020-12-18,7,United States,Elite,95,165,30,2850,4950,0.05,4703,1853
2020-12-19,9,Canada,Premium,125,230,30,3750,6900,0.05,6555,2805
2020-12-20,9,India,Premium,125,230,35,4375,8050,0,8050,3675
2020-12-21,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2020-12-22,4,United States,Standard,50,95,35,1750,3325,0.15,2826,1077
2020-12-23,1,United States,Standard,60,100,45,2700,4500,0.25,3375,675
2020-12-24,5,Netherlands,Standard,75,145,45,3375,6525,0,6525,3150
2020-12-25,9,United Kingdom,Premium,125,230,45,5625,10350,0,10350,4725
2020-12-26,9,United States,Premium,125,230,35,4375,8050,0.35,5233,858
2020-12-27,6,Canada,Elite,100,190,35,3500,6650,0,6650,3150
2020-12-28,8,Singapore,Premium,110,220,35,3850,7700,0.1,6930,3080
2020-12-29,3,Italy,Standard,40,100,25,1000,2500,0,2500,1500
2020-12-30,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2020-12-31,7,United States,Elite,95,165,40,3800,6600,0.05,6270,2470
2017-01-02,4,Singapore,Standard,50,95,25,1250,2375,0.05,2256,1007
2017-01-03,5,Singapore,Standard,75,145,40,3000,5800,0,5800,2800
2017-01-04,7,United States,Elite,95,165,30,2850,4950,0.35,3218,368
2017-01-05,7,United States,Elite,95,165,30,2850,4950,0.35,3218,368
2017-01-06,4,Italy,Standard,50,95,25,1250,2375,0.35,1544,294
2017-01-07,9,Singapore,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-01-08,1,United States,Standard,60,100,25,1500,2500,0,2500,1000
2017-01-09,6,United Kingdom,Elite,100,190,45,4500,8550,0.25,6413,1913
2017-01-10,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-01-11,5,Canada,Standard,75,145,30,2250,4350,0.25,3263,1013
2017-01-12,6,Canada,Elite,100,190,25,2500,4750,0.05,4513,2013
2017-01-13,1,United States,Standard,60,100,35,2100,3500,0.1,3150,1050
2017-01-14,9,India,Premium,125,230,45,5625,10350,0.35,6728,1103
2017-01-15,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2017-01-16,3,Singapore,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-01-17,9,Singapore,Premium,125,230,45,5625,10350,0.05,9833,4208
2017-01-18,7,United Kingdom,Elite,95,165,25,2375,4125,0,4125,1750
2017-01-19,6,United States,Elite,100,190,30,3000,5700,0,5700,2700
2017-01-20,6,Netherlands,Elite,100,190,30,3000,5700,0,5700,2700
2017-01-21,3,United States,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-01-22,7,United States,Elite,95,165,35,3325,5775,0.35,3754,429
2017-01-23,6,United States,Elite,100,190,25,2500,4750,0.05,4513,2013
2017-01-24,4,United Kingdom,Standard,50,95,25,1250,2375,0.05,2256,1007
2017-01-25,6,Netherlands,Elite,100,190,30,3000,5700,0,5700,2700
2017-01-26,9,China,Premium,125,230,25,3125,5750,0,5750,2625
2017-01-27,2,United States,Standard,80,135,25,2000,3375,0.05,3206,1207
2017-01-28,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2017-01-29,3,Canada,Standard,40,100,30,1200,3000,0,3000,1800
2017-01-30,4,United Kingdom,Standard,50,95,30,1500,2850,0.15,2423,923
2017-01-31,9,United States,Premium,125,230,45,5625,10350,0.35,6728,1103
2017-02-01,6,Singapore,Elite,100,190,30,3000,5700,0.35,3705,705
2017-02-02,7,United States,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-02-03,9,United States,Premium,125,230,30,3750,6900,0.05,6555,2805
2017-02-04,9,United States,Premium,125,230,25,3125,5750,0.35,3738,613
2017-02-05,8,China,Premium,110,220,35,3850,7700,0.35,5005,1155
2017-02-06,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2017-02-07,3,United States,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-02-08,7,United States,Elite,95,165,30,2850,4950,0,4950,2100
2017-02-09,8,United States,Premium,110,220,25,2750,5500,0.1,4950,2200
2017-02-10,9,United Kingdom,Premium,125,230,30,3750,6900,0.05,6555,2805
2017-02-11,7,United States,Elite,95,165,40,3800,6600,0,6600,2800
2017-02-12,2,Canada,Standard,80,135,45,3600,6075,0.05,5771,2172
2017-02-13,6,Singapore,Elite,100,190,35,3500,6650,0.15,5653,2153
2017-02-14,5,United States,Standard,75,145,25,1875,3625,0,3625,1750
2017-02-15,7,United States,Elite,95,165,25,2375,4125,0.35,2681,307
2017-02-16,7,Canada,Elite,95,165,45,4275,7425,0.05,7054,2779
2017-02-17,3,United States,Standard,40,100,30,1200,3000,0.25,2250,1050
2017-02-18,10,United Kingdom,Premium,150,280,30,4500,8400,0.1,7560,3060
2017-02-19,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2017-02-20,4,Italy,Standard,50,95,30,1500,2850,0.25,2138,638
2017-02-21,9,Canada,Premium,125,230,25,3125,5750,0.05,5463,2338
2017-02-22,7,Singapore,Elite,95,165,30,2850,4950,0.35,3218,368
2017-02-23,6,United States,Elite,100,190,30,3000,5700,0.05,5415,2415
2017-02-24,1,United States,Standard,60,100,35,2100,3500,0.05,3325,1225
2017-02-25,7,United States,Elite,95,165,40,3800,6600,0.1,5940,2140
2017-02-26,4,Singapore,Standard,50,95,30,1500,2850,0.15,2423,923
2017-02-27,1,Nepal,Standard,60,100,30,1800,3000,0.35,1950,150
2017-02-28,9,Netherlands,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-03-01,7,Canada,Elite,95,165,30,2850,4950,0.05,4703,1853
2017-03-02,2,India,Standard,80,135,35,2800,4725,0.25,3544,744
2017-03-03,8,United States,Premium,110,220,35,3850,7700,0.25,5775,1925
2017-03-04,3,United States,Standard,40,100,30,1200,3000,0,3000,1800
2017-03-05,9,United States,Premium,125,230,40,5000,9200,0.05,8740,3740
2017-03-06,1,United States,Standard,60,100,35,2100,3500,0,3500,1400
2017-03-07,9,Singapore,Premium,125,230,25,3125,5750,0.35,3738,613
2017-03-08,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2017-03-09,7,United States,Elite,95,165,25,2375,4125,0.35,2681,307
2017-03-10,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2017-03-11,7,India,Elite,95,165,35,3325,5775,0.35,3754,429
2017-03-12,4,United Kingdom,Standard,50,95,30,1500,2850,0.1,2565,1065
2017-03-13,9,Canada,Premium,125,230,25,3125,5750,0.15,4888,1763
2017-03-14,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2017-03-15,1,Singapore,Standard,60,100,45,2700,4500,0.35,2925,225
2017-03-16,7,United States,Elite,95,165,25,2375,4125,0.1,3713,1338
2017-03-17,1,Canada,Standard,60,100,30,1800,3000,0.15,2550,750
2017-03-18,9,United States,Premium,125,230,45,5625,10350,0,10350,4725
2017-03-19,6,Singapore,Elite,100,190,35,3500,6650,0.05,6318,2818
2017-03-20,3,Canada,Standard,40,100,35,1400,3500,0,3500,2100
2017-03-21,3,United Kingdom,Standard,40,100,35,1400,3500,0.15,2975,1575
2017-03-22,7,United States,Elite,95,165,30,2850,4950,0.15,4208,1358
2017-03-23,6,United States,Elite,100,190,45,4500,8550,0,8550,4050
2017-03-24,9,India,Premium,125,230,35,4375,8050,0,8050,3675
2017-03-25,1,United Kingdom,Standard,60,100,45,2700,4500,0.05,4275,1575
2017-03-26,2,Canada,Standard,80,135,30,2400,4050,0,4050,1650
2017-03-27,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2017-03-28,7,Netherlands,Elite,95,165,40,3800,6600,0.1,5940,2140
2017-03-29,10,Singapore,Premium,150,280,35,5250,9800,0.1,8820,3570
2017-03-30,5,United Kingdom,Standard,75,145,45,3375,6525,0.05,6199,2824
2017-03-31,2,United States,Standard,80,135,30,2400,4050,0,4050,1650
2017-04-01,8,United Kingdom,Premium,110,220,25,2750,5500,0.35,3575,825
2017-04-02,3,Canada,Standard,40,100,30,1200,3000,0.05,2850,1650
2017-04-03,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2017-04-04,9,China,Premium,125,230,30,3750,6900,0.35,4485,735
2017-04-05,2,United States,Standard,80,135,40,3200,5400,0.05,5130,1930
2017-04-06,7,United Kingdom,Elite,95,165,25,2375,4125,0,4125,1750
2017-04-07,6,Malaysia,Elite,100,190,25,2500,4750,0.1,4275,1775
2017-04-08,4,United States,Standard,50,95,30,1500,2850,0.15,2423,923
2017-04-09,1,Nepal,Standard,60,100,30,1800,3000,0.35,1950,150
2017-04-10,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2017-04-11,9,India,Premium,125,230,45,5625,10350,0.05,9833,4208
2017-04-12,4,United Kingdom,Standard,50,95,35,1750,3325,0,3325,1575
2017-04-13,3,Netherlands,Standard,40,100,30,1200,3000,0.35,1950,750
2017-04-14,6,Singapore,Elite,100,190,25,2500,4750,0.15,4038,1538
2017-04-15,7,Canada,Elite,95,165,40,3800,6600,0.1,5940,2140
2017-04-16,1,Netherlands,Standard,60,100,25,1500,2500,0,2500,1000
2017-04-17,10,United States,Premium,150,280,35,5250,9800,0.05,9310,4060
2017-04-18,4,Singapore,Standard,50,95,40,2000,3800,0.05,3610,1610
2017-04-19,6,United States,Elite,100,190,35,3500,6650,0.1,5985,2485
2017-04-20,9,China,Premium,125,230,30,3750,6900,0,6900,3150
2017-04-21,2,Nepal,Standard,80,135,25,2000,3375,0.05,3206,1207
2017-04-22,7,Netherlands,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-04-23,7,India,Elite,95,165,35,3325,5775,0,5775,2450
2017-04-24,6,Netherlands,Elite,100,190,25,2500,4750,0.25,3563,1063
2017-04-25,3,United Kingdom,Standard,40,100,45,1800,4500,0.25,3375,1575
2017-04-26,3,Netherlands,Standard,40,100,30,1200,3000,0.05,2850,1650
2017-04-27,3,United States,Standard,40,100,40,1600,4000,0.35,2600,1000
2017-04-28,9,Canada,Premium,125,230,25,3125,5750,0,5750,2625
2017-04-29,8,Netherlands,Premium,110,220,40,4400,8800,0,8800,4400
2017-04-30,9,United Kingdom,Premium,125,230,30,3750,6900,0,6900,3150
2017-05-01,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2017-05-02,2,China,Standard,80,135,25,2000,3375,0.1,3038,1038
2017-05-03,7,United States,Elite,95,165,40,3800,6600,0.35,4290,490
2017-05-04,1,United States,Standard,60,100,25,1500,2500,0.35,1625,125
2017-05-05,5,Canada,Standard,75,145,25,1875,3625,0.15,3081,1207
2017-05-06,1,Canada,Standard,60,100,40,2400,4000,0.25,3000,600
2017-05-07,2,India,Standard,80,135,30,2400,4050,0.35,2633,233
2017-05-08,3,Singapore,Standard,40,100,30,1200,3000,0,3000,1800
2017-05-09,6,Canada,Elite,100,190,40,4000,7600,0,7600,3600
2017-05-10,7,Netherlands,Elite,95,165,25,2375,4125,0.1,3713,1338
2017-05-11,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2017-05-12,6,United States,Elite,100,190,30,3000,5700,0,5700,2700
2017-05-13,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2017-05-14,9,United States,Premium,125,230,40,5000,9200,0.15,7820,2820
2017-05-15,7,Nepal,Elite,95,165,30,2850,4950,0.35,3218,368
2017-05-16,7,United States,Elite,95,165,35,3325,5775,0.35,3754,429
2017-05-17,9,Netherlands,Premium,125,230,35,4375,8050,0,8050,3675
2017-05-18,9,India,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-05-19,6,United States,Elite,100,190,30,3000,5700,0,5700,2700
2017-05-20,3,Canada,Standard,40,100,45,1800,4500,0,4500,2700
2017-05-21,7,Singapore,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-05-22,6,Canada,Elite,100,190,30,3000,5700,0,5700,2700
2017-05-23,10,United States,Premium,150,280,45,6750,12600,0.05,11970,5220
2017-05-24,5,Singapore,Standard,75,145,25,1875,3625,0,3625,1750
2017-05-25,8,Singapore,Premium,110,220,35,3850,7700,0,7700,3850
2017-05-26,6,United States,Elite,100,190,30,3000,5700,0.15,4845,1845
2017-05-27,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2017-05-28,3,United States,Standard,40,100,25,1000,2500,0.35,1625,625
2017-05-29,2,Singapore,Standard,80,135,30,2400,4050,0,4050,1650
2017-05-30,2,United States,Standard,80,135,30,2400,4050,0.1,3645,1245
2017-05-31,6,United States,Elite,100,190,30,3000,5700,0.05,5415,2415
2017-06-01,3,Singapore,Standard,40,100,25,1000,2500,0.35,1625,625
2017-06-02,7,Canada,Elite,95,165,45,4275,7425,0,7425,3150
2017-06-03,9,United States,Premium,125,230,45,5625,10350,0.35,6728,1103
2017-06-04,7,United States,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-06-05,6,Malaysia,Elite,100,190,35,3500,6650,0.1,5985,2485
2017-06-06,9,Singapore,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-06-07,5,United States,Standard,75,145,30,2250,4350,0.05,4133,1883
2017-06-08,5,China,Standard,75,145,35,2625,5075,0,5075,2450
2017-06-09,7,United States,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-06-10,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2017-06-11,6,Singapore,Elite,100,190,35,3500,6650,0.35,4323,823
2017-06-12,3,Canada,Standard,40,100,45,1800,4500,0.1,4050,2250
2017-06-13,1,China,Standard,60,100,45,2700,4500,0.1,4050,1350
2017-06-14,9,United States,Premium,125,230,30,3750,6900,0.35,4485,735
2017-06-15,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-06-16,9,United States,Premium,125,230,35,4375,8050,0.35,5233,858
2017-06-17,3,United States,Standard,40,100,30,1200,3000,0.25,2250,1050
2017-06-18,6,United Kingdom,Elite,100,190,45,4500,8550,0.05,8123,3623
2017-06-19,6,United States,Elite,100,190,35,3500,6650,0.05,6318,2818
2017-06-20,7,Malaysia,Elite,95,165,30,2850,4950,0.1,4455,1605
2017-06-21,10,United States,Premium,150,280,40,6000,11200,0,11200,5200
2017-06-22,7,Brazil,Elite,95,165,35,3325,5775,0,5775,2450
2017-06-23,1,Singapore,Standard,60,100,45,2700,4500,0.35,2925,225
2017-06-24,3,United States,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-06-25,2,Singapore,Standard,80,135,45,3600,6075,0.35,3949,349
2017-06-26,8,India,Premium,110,220,40,4400,8800,0.1,7920,3520
2017-06-27,9,India,Premium,125,230,25,3125,5750,0.35,3738,613
2017-06-28,9,Singapore,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-06-29,2,United States,Standard,80,135,30,2400,4050,0.1,3645,1245
2017-06-30,7,United States,Elite,95,165,25,2375,4125,0.05,3919,1544
2017-07-01,5,Canada,Standard,75,145,45,3375,6525,0,6525,3150
2017-07-02,7,Canada,Elite,95,165,45,4275,7425,0.35,4826,552
2017-07-03,6,Malaysia,Elite,100,190,40,4000,7600,0,7600,3600
2017-07-04,8,United States,Premium,110,220,25,2750,5500,0.25,4125,1375
2017-07-05,9,Nepal,Premium,125,230,30,3750,6900,0.05,6555,2805
2017-07-06,2,United Kingdom,Standard,80,135,30,2400,4050,0.35,2633,233
2017-07-07,10,Canada,Premium,150,280,40,6000,11200,0.1,10080,4080
2017-07-08,9,Netherlands,Premium,125,230,45,5625,10350,0,10350,4725
2017-07-09,1,Canada,Standard,60,100,35,2100,3500,0.35,2275,175
2017-07-10,7,Canada,Elite,95,165,25,2375,4125,0.05,3919,1544
2017-07-11,4,Canada,Standard,50,95,25,1250,2375,0.1,2138,888
2017-07-12,4,India,Standard,50,95,30,1500,2850,0.35,1853,353
2017-07-13,6,United States,Elite,100,190,30,3000,5700,0.25,4275,1275
2017-07-14,1,Canada,Standard,60,100,40,2400,4000,0.35,2600,200
2017-07-15,9,Italy,Premium,125,230,30,3750,6900,0.1,6210,2460
2017-07-16,7,United Kingdom,Elite,95,165,30,2850,4950,0.35,3218,368
2017-07-17,6,Canada,Elite,100,190,30,3000,5700,0.05,5415,2415
2017-07-18,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-07-19,10,Canada,Premium,150,280,35,5250,9800,0.35,6370,1120
2017-07-20,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2017-07-21,6,Singapore,Elite,100,190,25,2500,4750,0.15,4038,1538
2017-07-22,10,Canada,Premium,150,280,30,4500,8400,0,8400,3900
2017-07-23,3,Canada,Standard,40,100,45,1800,4500,0.05,4275,2475
2017-07-24,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2017-07-25,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2017-07-26,4,Singapore,Standard,50,95,35,1750,3325,0.05,3159,1409
2017-07-27,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2017-07-28,9,United States,Premium,125,230,45,5625,10350,0.05,9833,4208
2017-07-29,4,Singapore,Standard,50,95,35,1750,3325,0.05,3159,1409
2017-07-30,3,United States,Standard,40,100,25,1000,2500,0.05,2375,1375
2017-07-31,9,United Kingdom,Premium,125,230,40,5000,9200,0,9200,4200
2017-08-01,3,Canada,Standard,40,100,30,1200,3000,0.1,2700,1500
2017-08-02,7,Canada,Elite,95,165,45,4275,7425,0.05,7054,2779
